category,text
politics,england children s tsar appointed the first children s commissioner for england has been appointed.  great ormond street hospital professor of child health  al aynsley-green  was chosen by the government and will start the £100 000-a-year job immediately. he will oversee a £2.5m annual budget and have the power to look into  any matter relating to the interests and well-being of children . prof aynsley-green has also been the national clinical director for children in the department of health. he promised to make sure that children s opinions  count .   i will be drawing on my experience of working with children and young people to help ensure that those with the power to improve children s lives do live up to their responsibilities.  i want all children and young people to know that they can approach me to discuss any matter that affects them  knowing that i will value their opinion.  education secretary ruth kelly said prof aynsley-green would  strengthen the voice of children and young people . prof aynsley-green was a lecturer at oxford university  trained at guy s hospital medical school  university of london; oriel college  oxford; and in switzerland. he is described as  a proud grandfather  of four. scotland  wales and northern ireland already have children s commissioners.
business,stock market eyes japan recovery japanese shares have ended the year at their highest level since 13 july amidst hopes of an economic recovery during 2005.  the nikkei index of leading shares gained 7.6% during the year to close at 11 488.76 points. in 2005 it  will rise toward 13 000   predicted morgan stanley equity strategist naoki kamiyama. the optimism in the financial markets contrast sharply with pessimism in the japanese business community. earlier this month  the quarterly tankan survey of japanese manufacturers found that business confidence had weakened for the first time since march 2003.  slower economic growth  rising oil prices  a stronger yen and weaker exports were blamed for the fall in confidence. despite this  traders expect strength in the global economy to benefit japan  which has been close to sliding into recession in recent months. structural reform within japan and an anticipated end to the banking sector s bad debt problems should also help  they say.
sport,lewsey puzzle over disallowed try england s josh lewsey has claimed he was denied a late try in his side s six nations loss to ireland.  the wasps wing insisted he grounded the ball when he was bundled over the line and said referee jonathan kaplan had made a wrong decision.  i m positive i touched the ball down over the line   lewsey told bbc sport.  it certainly wasn t a turnover.  i was driven over and i put the ball on the ground. the whistle went and i let go of the ball.  lewsey added:  one of the irish players scooped it back after the whistle and to our surprise the referee then gave a turnover.  as far as i m concerned  that incident and mark cueto s effort from charlie hodgson s cross-field kick that led to what looked like a good try were the two key elements in the game.   cueto was also puzzled as to why his try had been disallowed by kaplan.  i don t think i could have been offside for  without a doubt  i was behind the ball   said the sale player.  the move was a planned technique  it was not off the cuff. we rehearse it time and time again.  i wouldn t say we were robbed  some decisions go with you and some go against you. today they went against us and that s tough at international level.
politics,strike threat over pension plans millions of public service workers could strike if ministers scrap their final salary pension scheme and make them work longer  warn union leaders.  the cabinet office has confirmed it is reviewing the current pension system  prompting unions representing 4.5m workers to threaten united action. they believe the plans include raising the mandatory retirement age for public service workers from 60 to 65. the government says unions will be consulted before any changes are made.  it is thought the proposed overhaul  due on thursday  could mean pensions could be based on a  career average  salary. for each year served  staff currently get one eightieth of their highest salary in the final three years. ministers will be anxious to avoid mass strike action in the lead-up to the next general election  which is widely expected next may. in a statement on sunday  the cabinet office said it was reviewing the civil service pension scheme  and hoped to announce proposals soon.  unions will of course be consulted about any proposed changes.  public sector pension schemes need to remain affordable and sustainable. people are living longer and pensions are getting more expensive.  to maintain the long-term affordability of our pension scheme  the government announced in its green paper on pensions that pension age would rise from 60 to 65.  on monday  tony blair s official spokesman declined to say whether the prime minister backed the plans. he said:  what s important is that there s a process going on  it s out for consultation at the moment  let s wait for that process to complete itself.   there is already widespread anger over the chancellor s plans to get rid of more than 100 000 civil servants. now public service unions are united against the plans and the trades union congress is discussing the issue next monday. dave prentis  general secretary of unison  said changes to pension provisions for workers in the public sector would mean they had to pay in more but would still face a raw deal.  members working in the nhs or for local government have never had high pay or city bonuses  but they could look forward to a decent pension - now all that is being taken away   he said.  what really riles me is the breathtaking hypocrisy of mps who recently voted themselves the best pension scheme in europe  but say they can t afford it for anyone else.  this is a position that unison cannot accept and will oppose. it will lead to conflict between unison and the government  if not this year then next.   mr prentis said workers did not want to go on strike and called for talks between unions and the highest level of government. mark serwotka  from the public and commercial services union said there should be a co-ordinated one day strike unless there was a government rethink. the fire brigades union said the government was planning to cut ill health retirement benefits for firefighters and other measures to chip away at pensions. pensions officer paul woolstenholmes said:  the pensions of millions of public sector workers are under threat - apart from mps and judges who have the most generous pensions arrangements in the country.
business,standard life cuts policy bonuses standard life  europe s largest mutual life insurer  has cut bonuses for with-profit policyholders.  annual bonus rates on its with-profits life policies were cut from 2.5% to 2%  while bonuses on pension policies were reduced from 3.25% to 2.5%. it is the sixth time in three years standard life has made cuts to bonus rates  despite an 8.7% rise in the value of the with-profits fund in 2004. the insurer blamed the cuts on poor share returns and low interest rates.  with-profits policies are designed to smooth out the peaks and troughs of stock market volatility. profits made in good years are kept in reserve to pay investors an annual bonus even when the stock market performs badly. slumping share prices throughout 2001 and 2002 forced most firms to trim bonus rates on their policies. standard life came in for criticism for sticking with stock market investments during 2001 and 2002. the insurer argued that shares outperformed other investments over the long term and that policyholders would feel the benefit when the stock market recovered. recently  norwich union and axa sun life both cut their with-profit bonus rates.  john gill  managing director of the insurer s life and pensions division  said that a strong stock market recovery in the past two years had only  partly compensated for losses during 2001 and 2002 . in addition  low interest rates meant that  long-term investment returns are well below historic levels   mr gill added. however  mr gill maintained that with-profits continued to perform well over the long term.  our payouts continue to stand up well against other types of long-term investments over similar periods   he said. standard life has an estimated 2.4 million with-profits policyholders. last year  the company announced that it was looking to float on the stock market in 2006.
business,pernod takeover talk lifts domecq shares in uk drinks and food firm allied domecq have risen on speculation that it could be the target of a takeover by france s pernod ricard.  reports in the wall street journal and the financial times suggested that the french spirits firm is considering a bid  but has yet to contact its target. allied domecq shares in london rose 4% by 1200 gmt  while pernod shares in paris slipped 1.2%. pernod said it was seeking acquisitions but refused to comment on specifics.  pernod s last major purchase was a third of us giant seagram in 2000  the move which propelled it into the global top three of drinks firms. the other two-thirds of seagram was bought by market leader diageo. in terms of market value  pernod - at 7.5bn euros ($9.7bn) - is about 9% smaller than allied domecq  which has a capitalisation of £5.7bn ($10.7bn; 8.2bn euros). last year pernod tried to buy glenmorangie  one of scotland s premier whisky firms  but lost out to luxury goods firm lvmh. pernod is home to brands including chivas regal scotch whisky  havana club rum and jacob s creek wine. allied domecq s big names include malibu rum  courvoisier brandy  stolichnaya vodka and ballantine s whisky - as well as snack food chains such as dunkin  donuts and baskin-robbins ice cream. the wsj said that the two were ripe for consolidation  having each dealt with problematic parts of their portfolio. pernod has reduced the debt it took on to fund the seagram purchase to just 1.8bn euros  while allied has improved the performance of its fast-food chains.
sport,rovers reject third ferguson bid blackburn have rejected a third bid from rangers for scotland captain barry ferguson  bbc sport has learnt.  it is thought blackburn want £6m for the midfielder but chief executive john williams has confirmed the club are still  in dialogue  with rangers. the 26-year-old has already handed in a transfer request at ewood park as he seeks a return to ibrox. but the clubs have been unable to reach agreement over a fee for ferguson  who moved to lancashire in 2003 for £6.5m. on thursday rangers said they would not be increasing their offer of £4m.  blackburn have said all along that they want £6m for the midfielder and williams has rejected proposals from rangers over a player-swap deal. williams said:  we are in dialogue with glasgow rangers but we have no agreement.  the negotiations will have to be concluded by midnight on monday  when the winter transfer window shuts. williams conceded any deal for ferguson was looking  unlikely  before the close of the transfer window but rangers still had a chance to seal the deal.  we have no comment to make other than we have not got an agreement with glasgow rangers   he added.  the way things are looking  i think it is unlikely we are going to.  the ball is in their court but we have not got an offer that is acceptable at this moment.  it is understood that blackburn accepted a £5m offer for ferguson from everton at the weekend. but the player is determined to return to scotland and rejected a move to goodison park. ferguson did not play in the fa cup win over colchester on saturday despite recovering from a groin injury with rovers boss mark hughes claiming it had been an  emotional and difficult time  for the player.
politics,vouchers  to cut winter deaths  pensioners are being promised energy savings by the liberal democrats  as snow and cold temperatures continue.  the party says the plans could save the average pensioner £100 every year and cut winter deaths. the government gives £200 for winter fuel to households with people over 60  or £300 where people are over 80. the tories promise to keep the payments. the lib dems would allow people to swap these winter fuel payments for discounts on home insulation. shadow local government secretary ed davey said:  the current scheme has helped some older people  but this new liberal democrat approach will go much further to end the scandal of tens of thousands of old people dying from the winter cold every year.  the vouchers are designed to let pensioners choose from a list of approved energy supplies who would compete for business by offering discounts on home insulation schemes. the plan would boost energy conservation  says the party - and insulation could save £100 every year for pensioner households  so using the money more  intelligently  than at present.
business,ukraine trims privatisation check ukraine is to review  dozens  of state asset sales as the country s new administration tackles corruption.  the figure announced by president viktor yushchenko is less than the 3 000 cases mentioned last week  but will cover many of the biggest deals. ukraine recently ousted long-serving leader leonid kuchma and has said it wants closer european union links. in a separate statement  the eu said that the us should back ukraine s entry into the world trade organisation. the comments came as viktor yushchenko prepared to head to brussels to meet with us president george w bush and other north atlantic treaty organisation (nato) leaders. he is the only non-nato member leader invited to attend the summit.  mr yushchenko recently defeated moscow-backed presidential candidate and prime minister viktor yanukovych at the polls  and has made no secret of his wish to fight corruption and make ukraine more transparent.  earlier this month  new prime minister yulia tymoshenko said as many as 3 000 firms may have their privatisations put under the spotlight. her comments raised concerns among a number of investors and mr yushchenko was seen on monday as trying to soothe their frayed nerves.  we acknowledge that business in ukraine is now shaped and 98% of privatisations were carried out according to the law   mr yushchenko said on monday.  we have trust in this business and want to defend it by law   he continued  adding that any review would focus on  dozens of companies  not hundreds or thousands . he cited last year s sale of ukrainian steel producer krivorizhstal as one that had raised concerns. it was sold in june 2004 to a consortium that included viktor pinchuk  son-in-law of former-president kuchma  and rinat akhmetov  the country s richest man  for $800m (£424m) - despite other higher offers.  vice-prime minister oleg rybachuk called on the eu to recognise the steps that ukraine was taking  fearing that should the country not be rewarded for its efforts there may be a backlash against closer relations with brussels. he said that while he understood that ukraine was not ready for eu membership  the country needed to see progress on topics such as trade and visa requirements.  we deserve an honest response   mr rybachuk told the associated press in an interview.  we understand the difficulties. we refuse to understand double standards.  ukraine may find it has a sympathetic ear in brussels  the eu has reiterated that we support (ukraine s) fast accession to the wto and if possible we would like that to happen some time during the year   said claude veron-reville  a spokesman for eu trade commissioner peter mandelson.  we have said as much to the americans. we feel that it is important for us all to pull together for ukraine to be allowed into the wto. mr yushchenko was careful not to turn his back on russia  which borders the country to the east  saying it was important to maintain  pragmatic  ties with moscow.  russia is ukraine s eternal strategic partner   mr yushchenko said.
sport,henson stakes early lions claim the six nations may be a glittering prize in itself but every player from the four home unions will also have one eye on a possible trip to new zealand with the lions this summer.  the player who staked the biggest claim for a place in the starting xv over the weekend was gavin henson. he s very confident. you just had to listen to his interview afterwards - he beamed with confidence - but although there s an element of arrogance it s good arrogance. he certainly showed some nice touches. he once showed a clean pair of heels to mathew tait when he got outside him  his defence was very good and he made some great kicks out of hand. and that s without even mentioning his majestic match-winning penalty. but i think we need to wait and see what happens because he needs to be put to the test. he needs to come up against brian o driscoll or a big french midfield. wales fly-half stephen jones was another player who impressed me. he gave good direction  he was very confident and he was a nice general for his side. he showed he can control a game. with jonny wilkinson not playing at the moment due to inury the number 10 shirt could be up for grabs and jones  or maybe even henson  could make the lions team at fly-half.  jones stuck his hand up and he certainly looks a better bet than charlie hodgson after saturday s game. some of the wales forwards surprised me because i thought they would be out-muscled in the tight five. england prop julian white is a capable player but when it comes down to selection gethin jenkins is now going to have the upper hand because he came out on top. however  i still think white and phil vickery will be in the frame. some english players did their cause no harm. i thought joe worsley had a solid game and jason robinson and josh lewsey both did nothing wrong. but it looked too soon for young mathew tait and i think it will be a while before we see him again. despite being written off beforehand several scots caught my eye against france.  tom smith has been there and done it before  but the likes of chris cusiter  jason white and ally hogg all made their mark. hogg made a couple of good runs while white had a pretty robust game - his defence is right up there. cusiter looked very lively and he could be a very good option for lions coach sir clive woodward. the star of ireland s win over italy in rome looks like a certainty to make the starting xv against new zealand. brian o driscoll is a class act. he ran some good lines against italy  made the breaks and fed his outside backs  although italy defended man on man which made it easy for him. gordon d arcy was unlucky to go off injured early on but i think you could get a henson  d arcy  o driscoll combination in the lions midfield. paul o connell just needs to add a hard edge to his game and malcolm o kelly keeps on going and seems to be putting his hand up  while shane byrne seems to be a lively character. but they will be a bit worried after the italian pack drove them off their own ball on sunday  although i used to play in italy and i know how difficult it can be. one player who didn t impress me was wales scrum-half dwayne peel. he choked late on in the second half when wales were trailing. they had good possession and he kicked the ball away - i wouldn t want him as my lions scrum-half after that.
sport,scotland v italy (sat) murrayfield  edinburgh  saturday  26 february  1400 gmt  bbc1  five live and this website  victory for the azzurri in rome last year saw scotland end their campaign without a victory. and the pressure is on scotland coach matt williams as he seeks a first six nations victory at the eighth attempt. italy have lost both their opening games at home to ireland and wales  but travel to edinburgh with high hopes.  their coach john kirwan has warned his side they must eradicate the errors that blighted their loss to wales however or risk suffering a third successive defeat.  if the defeat against wales has taught us anything  it s that at this level we can t make any mistakes   kirwan said.  in the six nations  every error you make will come at a high price.  we have to be aggressive for 80 minutes  keep calm in every situation and display great maturity on the pitch.   it will be fundamental to keep cool in the difficult moments - in the key situations of the game.  kirwan has recalled the experienced cristian stoica at centre and drafted in david dal maso at open-side after star flanker mauro bergamasco was ruled out for the rest of the tournament. scotland have also made two changes  simon webster replacing simon danielli on the wing and simon taylor returning for his first test in a year  for injured flanker jason white. taylor s recovery from a serious knee injury is a major boost to scottish hopes.  he is one of the world-class players in the tournament and you want them in your team   acknowledged williams.  despite a record of only two victories from 14 tests  williams insists he is revelling in the pressure.  i actually really enjoy seeing how you cope with such pressure as a coach   he said  optimistic despite opening defeats to france and ireland.  we were confident for those two first games and we are confident we can beat italy too   he added.  : c paterson; s webster  a craig  h southwell  s lamont; d parks  c cusiter; t smith  g bulloch (capt)  g kerr; s grimes  s murray; s taylor  j petrie  a hogg.  r russell  b douglas  n hines  j dunbar  m blair  g ross  b hinshelwood.  r de marigny; mirco bergamasco  c stoica  a masi  l nitoglia; l orquera  a troncon; a lo cicero  f ongaro  m castrogiovanni; s dellape  m bortolami (capt); a persico  d dal maso  s parisse.  g intoppa  s perugini  ca del fava  s orlando  p griffen  r pedrazzi  kp robertson.
business,us regulator to rule on pain drug us food and drug regulators will decide on friday whether to recommend the sale of painkillers that have been linked to a high risk of heart attack and stroke.  the food and drug administration (fda) advisory panel will give its verdict after hearing evidence for three days. the painkillers - called cox-2 inhibitors - are sold under brand names such as celebrex and vioxx. vioxx was withdrawn from shops last year but merck said it would consider selling it if it gets fda approval. the fda has been asked to decide if the benefits to patients justify the increased risks.  putting vioxx back on the shelves is likely to boost profits at merck and make easier any legal battles with people who claim to have been injured by the drug  analysts said.  merck voluntarily stopped sales of vioxx on 30 september  a move which caused the firm s fourth-quarter earnings to slide to $1.1bn (£581m)  from $1.4bn a year earlier. merck s shares tumbled more than 10% on the news and the company has had to set aside millions of dollars to cover the cost of vioxx-related litigation. alarm bells were rung by a research note called approve which showed that the risk of heart attack and stroke doubled in patients who had been taking the drug for at least 18 months. the cox-2 inhibitors were developed by drug companies  including merck and pfizer  because they cause users fewer stomach problems than other painkillers.  pfizer is still selling its celebrex and bextra products  though investigations have suggested that they may also be harmful to the heart. merck s announcement of a possible reintroduction of vioxx caught analysts by surprise. merck s head of research peter kim said that it withdrew vioxx  based on the information that was available to us at the time  knowing there were alternative therapies . he went on to say that things have since changed in the light of new reports.  given this new information  its is not clear that the cardiovascular risk observed in approve makes vioxx unique in the class of similar drugs marketed in the us   mr kim explained.  on thursday  david graham from the fda s office of drug safety told the advisory panel that  there really doesn t appear to be a need for cox-2  inhibitors. according to calculations presented to the us senate by dr graham in november  vioxx may be linked to as many as to 56 000 american deaths. facing stem criticism for its handling of the vioxx case  the fda said on tuesday that it will create an independent body to oversee the safety of drugs already in the market place. european regulators  meanwhile  ruled on thursday that patients who have had heart disease or a stroke should not take cox-2 inhibitors. the european medicines agency also said doctors should be  cautious  about giving the drugs to patients who have risk factors for heart disease.
business,telegraph newspapers axe 90 jobs the daily and sunday telegraph newspapers are axing 90 journalist jobs - 17% of their editorial staff.  the telegraph group says the cuts are needed to fund an £150m investment in new printing facilities. journalists at the firm met on friday afternoon to discuss how to react to the surprise announcement. the cuts come against a background of fierce competition for readers and sluggish advertising revenues amid competition from online advertising. the national union of journalists has called on the management to recall the notice of redundancy by midday on monday or face a strike ballot.  pearson s financial times said last week it was offering voluntary redundancy to about 30 reporters.  the national union of journalists said it stood strongly behind the journalists and did not rule out a strike.  managers have torn up agreed procedures and kicked staff in the teeth by sacking people to pay for printing facilities   said jeremy dear  nuj general secretary. nuj official barry fitzpatrick said the company had ignored the 90-day consultation period required for companies planning more than 10 redundancies.  they have shown a complete disregard for the consultative rights of our members   said mr fitzpatrick  who added that the company now planned to observe the consultation procedures. the two telegraph titles currently employ 521 journalists.  some broadsheet newspapers - especially those which have not moved to a tabloid format - have suffered circulation declines  which are hitting revenues. the telegraph has announced no plans to go tabloid although both the independent and the times have seen circulation rise since shrinking in size.  the guardian is hedging its bets  planning a larger tabloid format like those popular in continental europe. the telegraph group was bought by the barclay twins - frederick and david - last year  having previously been owned by lord conrad black s hollinger international. the brothers are currently mulling the sale of another of their businesses  retailer littlewoods.  telegraph executive murdoch maclennan said the two newspapers would add eight colour pages in the coming months.   journalists are the lifeblood of any newspaper  and maintaining the quality of the daily telegraph and the sunday telegraph for our readers is vital   he said.  however  action to improve our production capability and secure our titles against the competition is also vital.  many newspapers are investing in new printing machinery that enables them to print more colour pages  or in some cases  have colour on every page. they are hoping that by boosting colour it will make their publications more attractive to advertisers and readers alike. in recent months news corp s news international unit  which publishes the sun and the news of the world  the guardian media group  trinity mirror and the daily mail & general trust have all announced substantial investments in new printing plants.
sport,robinson wants dual code success england rugby union captain jason robinson has targeted dual code success over australia on saturday.  robinson  a former rugby league international before switching codes in 2000  leads england against australia at twickenham at 1430 gmt. and at 1815 gmt  great britain s rugby league team take on australia in the final of the tri-nations tournament.  beating the aussies in both games would be a massive achievement  especially for league   said robinson. england have the chance to seal their third autumn international victory after successive wins over canada and south africa  as well as gaining revenge for june s 51-15 hammering by the wallabies. meanwhile  great britain could end 34 years of failure against australia with victory at elland road. britain have won individual test matches  but have failed to secure any silverware or win the ashes (with a series victory) since 1970.   they have a great opportunity to land a trophy and it would be a massive boost for rugby league in this country if we won   said robinson.  i know the boys can do it - they ve defeated the aussies once already in the tri-nations.  but robinson was not losing sight of the task facing his england side in their final autumn international.  for us  we ve played two and won two this november   he said.  if we beat australia it would be the end to a great autumn series for england. if we stumble then we ll be looking back with a few regrets. robinson also revealed that the union side had sent the great britain team a good luck message ahead of the showdown in leeds.  we signed a card for them today and will write them an email on saturday wishing them all the best   said robinson.  everyone has signed the card - a lot of the guys watch league and we support them fully.  both games will be very tough and hopefully we ll both do well.
business,court rejects $280bn tobacco case a us government claim accusing the country s biggest tobacco companies of covering up the effects of smoking has been thrown out by an appeal court.  the demand for $280bn (£155bn) - filed by the clinton administration in 1999 - was rejected in a 2-1 decision. the court in washington found that the case could not be brought under federal anti-racketeering laws. among the accused were altria group  rj reynolds tobacco  lorillard tobacco  liggett group and brown and williamson. in its case  the government claimed tobacco firms manipulated nicotine levels to increase addiction  targeted teenagers with multi-billion dollar advertising campaigns  lied about the dangers of smoking and ignored research to the contrary.  prosecutors wanted the cigarette firms to surrender $280bn in profits accumulated over the past 50 years and impose tougher rules on marketing their products. but the court of appeals for the district of columbia ruled that the us government could not sue the firms under legislation drawn up to counteract mafia infiltration of business. the tobacco companies deny that they illegally conspired to promote smoking and defraud the public. they also say they have already met many of the government s demands in a landmark $206bn settlement reached with 46 states in 1998. shares of tobacco companies closed higher after the ruling  with altria rising 5% and reynolds showing gains of 4.5%.
sport,hingis to make unexpected return martina hingis makes her return to competitve tennis after two years out of the game at the volvo women s open in pattaya  thailand  on tuesday.  she faces german marlene weingartner in the first round.  as a competitor and athlete  i always want to win. i hope my body will hold up   said hingis.  you miss being out there in a grand slam final and not competing. it s a big difference between playing and commenting for tv. i miss it a lot.  the former world number one was 22 when she retired after having surgery on both ankles  and her last wta event was in filderstadt  germany  in october 2002  when she lost to elena dementieva. only last year she insisted that a comeback was unlikely  but speaking in thaliand hingis admitted:  i said that because i didn t know what would happen with my body.  her appearance will also benefit charities in the region and the swiss star will donate her prize money.
business,india power shares jump on debut shares in india s largest power producer  national thermal power corp (ntpc) have risen 13% on their stock market debut.  the government s partial sell-off of ntpc is part of a controversial programme to privatise state-run firms. the 865 million share offer  a mix of new shares and sales by the government  raised 54bn rupees($1.2bn). it was india s second $1bn stock debut in three months  coming after the flotation by software firm tata. the share offer was eleven times oversubscribed.  it is a good investment bet   said suhas naik  an investment analyst from ing mutual fund.  power needs in india are set to rise and ntpc will benefit from that.  analysts say the success of the ntpc flotation would encourage the government to reduce stakes in more power companies. ntpc has said it will use the money from the share sale to feed the growing needs of the country s energy-starved economy. the firm is the largest utility company in india  and the sixth largest power producer in the world.
tech,broadband in the uk growing fast high-speed net connections in the uk are proving more popular than ever.  bt reports that more people signed up for broadband in the last three months than in any other quarter. the 600 000 connections take the total number of people in the uk signing up for broadband from bt to almost 3.3 million. nationally more than 5 million browse the net via broadband. britain now has among the highest number of broadband connections throughout the whole of europe.  according to figures gathered by industry watchdog  ofcom  the growth means that the uk has now surpassed germany in terms of broadband users per 100 people. the uk total of 5.3 million translates into 7.5 connections per 100 people  compared to 6.7 in germany and 15.8 in the netherlands. the numbers of people signing up to broadband include those that get their service direct from bt or via the many companies that re-sell bt lines under their own name. part of the surge in people signing up was due to bt stretching the reach of adsl - the uk s most widely used way of getting broadband - beyond 6km.  asymmetric digital subscriber line technology lets ordinary copper phone lines support high data speeds. the standard speed is 512kbps  though faster connections are available.  this breakthrough led to a dramatic increase in orders as we were suddenly able to satisfy the pent-up demand that existed in many areas   said paul reynolds  chief executive of bt wholesale which provides phone lines that other firms re-sell. bt retail  which sells net services under its own name  also had a good quarter and provided about 30% of the new broadband customers. this was a slight increase on the previous three months. despite the good news about growth in broadband  figures from telecommunications regulator ofcom show that bt faces increasing competition  and dwindling influence  in other sectors. local loop unbundling  (llu)  in which bt rivals install their hardware in exchanges and take over the line to a customer s home or office  is growing steadily. cable & wireless and ntl have announced that they are investing millions to start offering llu services. by the end of september more than 4.2 million phone lines were using so-called carrier pre-section (cps) services  such as talktalk and one.tel  which route phone calls across non-bt networks from a local exchange. there are now more than 300 different firms offering cps services and the percentage of people using bt lines for voice calls has shrunk to 55.4%.
business,deadline nears for fiat-gm deal fiat and general motors (gm) have until midnight on 1 february to settle a disagreement over a potential takeover.  the deadline marks the point at which fiat will gain the right to sell its car division to gm  part of an alliance agreed in 2000. gm  whose own european operations are losing money  no longer wants to own the unprofitable fiat unit. reports of deadlocked talks sent fiat shares down 1.2% on tuesday  after monday s 4% gain on hopes of a payoff. the us firm is thought to be offering about $2bn (£1.06bn) to extricate itself from the arrangement. it has argued the deal was voided by fiat s decision to sell off fiat s finance arm and halve gm s stake via a capital-raising effort.  the 2000 deal resulted from a race between gm and daimlerchrysler to ally with fiat. the german firm wanted to buy fiat outright. but gianni agnelli  the godfather of the group  wanted to keep control  and preferred gm s offer to buy a 20% stake and give fiat the right to sell in the future  known as a  put option . since then  however  fiat cars have lost market share and the firm has piled up losses  while a plan to raise new money in 2003 cut gm s stake in half to 10%. for its part  gm s european units opel and saab have both had trouble  with opel management threatening to cut 12 000 jobs.  the last thing they need is additional production capacity in europe   said patrick juchemich  auto analyst at sal oppenheim bank.
entertainment,top of the pops leaves bbc one the bbc s flagship pop music programme top of the pops is to move from bbc one on fridays to sundays on bbc two.  the new programme will combine with archive show totp2  mixing new music with footage of classic bands. the corporation said the new show  aims to appeal to a diverse audience of music lovers . the move is the biggest shake-up in the history of the show  which was first broadcast in 1964 and has always been on bbc one. top of the pops was relaunched in a blaze of publicity in december last year in an attempt to reverse a long-term decline in audience figures.  the all new top of the pops was fronted by newcomer tim kash and was put together by producer andi peters  who was brought back to the bbc from channel 4 to revitalise the series.  about three million people a week were watching the show on fridays - less than half the total it was attracting in the mid-1990s - as the programme went up against popular itv soap coronation street. but despite the relaunch audience figures failed to rise and still remain around the three million mark. tim kash has since been replaced as host by fearne cotton. the new show will launch in spring next year in an extended format. bbc two controller roly keating:  it s an exciting new era for top of the pops. we want to make it bigger and better so that it becomes the ultimate pop music show for music lovers of every generation.  mr keating described bbc two as the  natural home  of top of the pops. he added:  the addition of top of the pops will also extend bbc two s offering to younger audiences.   a bbc spokeswoman said andi peters would continue as executive producer on the show. she said that issues over the exact format of the programme and a time slot were still to be decided. the programme will have a close relationship with the bbc radio 1 chart show  which suggests the relaunched show may be transmitted at about 1900 on sundays.  hopefully the audience for top of the pops will find it on bbc two.  we think that the new slot will create a buzz around the programme as for the first time viewers will discover the news of who is number one as it happens.
tech,microsoft gets the blogging bug software giant microsoft is taking the plunge into the world of blogging.  it is launching a test service to allow people to publish blogs  or online journals  called msn spaces. microsoft is trailing behind competitors like google and aol  which already offer services which make it easy for people to set up web journals. blogs  short for web logs  have become a popular way for people to talk about their lives and express opinions online.  msn spaces is free to anyone with a hotmail or msn messenger account. people will be able to choose a layout for the page  upload images and share photo albums and music playlists. the service will be supported by banner ads.  this is a simple tool for people to express themselves   said msn s blake irving. this is microsoft s first foray into blogging  which has taken off as a web phenomenon in the past year. competitors like google already offer free services through its blogger site  while aol provides its members with journals. accurate figures for the number of blogs in existence are hard to come by. according to blog analysis firm technorati  the so-called blogosphere  has doubled every five and a half months for the last 18 months. it now estimates that the number of blogs in existence has exceeded 4.8 million  although some speculate that less than a quarter are regularly maintained.
business,indonesia  declines debt freeze  indonesia no longer needs the debt freeze offered by the paris club group of creditors  economics minister aburizal bakrie has reportedly said.  indonesia  which originally accepted the debt moratorium offer  owes the paris club about $48bn (£25.5bn). mr bakrie told the bisnis indonesia newspaper that a $1.7bn donors  aid package meant that the debt moratorium was unnecessary. this aid comes on top of a previously-pledged $3.4bn package. most of this  normal aid  would be used to finance the country s budget deficit. the indonesian economics minister explained that the money - $1.2bn in grants and $500m in soft loans - was for the rebuilding of aceh province  which was badly hit by the tsunami of 26 december. nevertheless  one of mr bakrie s deputies  mahendra siregar  told afp news agency that indonesia was still considering the offer by the paris club of rich creditor nations to temporarily suspend its debt payments.  what is true is that we are still discussing... the paris club decision to find out more details such as how much of our debt will be subject to a moratorium. that s how far we are at this stage   said mr siregar.  the 19 member countries of the paris club are owed about $5bn this year in debt repayments by nations affected by the indian ocean tsunami. indonesia  sri lanka and the seychelles accepted the paris club offer  which was criticised by some aid groups as being too little. thailand and india have however declined the offer  with thailand prefering to keep up with its payments while india said it would prefer to rely on its own resources rather than on international aid. putting off payments may lower a country s rating among financial organisations  making it more expensive and more difficult for them to borrow money in the future  analysts said. separately  the indonesian government has said it will announce monthly how much it has received in foreign donations and how it has spent the money. welfare minister alwi shihab told ap news agency that this announcement should allay suspicion of official corruption in relief operations.
