category,text
business,russia gets investment blessing soaring oil sales and a budget surplus mean russian debt is no longer a risky investment  one of the world s leading credit rating agencies says.  standard & poor s has classed russian bonds as  investment grade   up from their former  speculative  rating. russia s reputation among investors has been hurt in recent months by the heavy tax bills and asset seizures imposed on companies such as oil giant yukos. s&p said the solidity of government finances outweighed the risk. russia is now a net creditor rather than a debtor. gold and foreign currency reserves of $119bn beat its foreign public debt of some $113bn.  the other two major ratings agencies - fitch and moody s have long since upped their rating of russia s sovereign debt. s&p had held back through fear that the government was dragging its feet on economic and legal reforms. now  though  it has finally followed suit. but the agency made it clear that the improved rating did not mean that the risks were a thing of the past. instead  with russian government coffers brimming with tax revenues from energy sales  s&p said the government s own debt is looking a good bet.  these improvements are so significant that they now outweight the serious and growing political risk that continues to be a key ratings constraint on russia   wrote s&p credit analyst helena hessel.  the yukos saga is the most high-profile of the political risks to which ms hessel alludes. the company s founder and ex-chief executive  mikhail khodorkovsky  is in jail on trial for tax evasion and fraud. many believe the real motive for his prosecution is that he threatened to use his wealth to set up a political alternative to president vladimir putin. his company  meanwhile  is widely believed to have fallen victim to the kremlin s wish to get russian energy resources as far as possible back under state control.
tech,intel unveils laser breakthrough intel has unveiled research that could mean data is soon being moved around chips at the speed of light.  scientists at intel have overcome a fundamental problem that before now has prevented silicon being used to generate and amplify laser light. the breakthrough should make it easier to interconnect data networks with the chips that process the information. the intel researchers said products exploiting the breakthrough should appear by the end of the decade.   we ve overcome a fundamental limit   said dr mario paniccia  director of intel s photonics technology lab. writing in the journal nature  dr paniccia - and colleagues haisheng rong  richard jones  ansheng liu  oded cohen  dani hak and alexander fang - show how they have made a continuous laser from the same material used to make computer processors. currently  says dr paniccia  telecommunications equipment that amplifies the laser light that travels down fibre optic cables is very expensive because of the exotic materials  such as gallium arsenide  used to make it.  telecommunications firms and chip makers would prefer to use silicon for these light-moving elements because it is cheap and many of the problems of using it in high-volume manufacturing have been solved.  we re trying to take our silicon competency in manufacturing and apply it to new areas   said dr paniccia. while work has been done to make some of the components that can move light around  before now silicon has not successfully been used to generate or amplify the laser light pulses used to send data over long distances. this is despite the fact that silicon is a much better amplifier of light pulses than the form of the material used in fibre optic cables. this improved amplification is due to the crystalline structure of the silicon used to make computer chips. dr paniccia said that the structure of silicon meant that when laser light passed through it  some colliding photons rip electrons off the atoms within the material.  it creates a cloud of electrons sitting in the silicon and that absorbs all the light   he said. but the intel researchers have found a way to suck away these errant electrons and turn silicon into a material that can both generate and amplify laser light. even better  the laser light produced in this way can  with the help of easy-to-make filters  be tuned across a very wide range of frequencies. semi-conductor lasers made before now have only produced light in a narrow frequency ranges. the result could be the close integration of the fibre optic cables that carry data as light with the computer chips that process it. dr paniccia said the work was the one of several steps needed if silicon was to be used to make components that could carry and process light in the form of data pulses.  it s a technical validation that it can work   he said.
politics,eu referendum could cost £80m  it could cost £80m to run a uk referendum on the european constitution  ministers have revealed.  in a written parliamentary answer  constitutional affairs minister chris leslie said the poll was likely to cost the same as a general election. mr leslie said the cost could not be compared with the only previous british referendum  held 30 years ago. ministers say the constitution would make the european union work better but critics fear creating a  super state . labour mp john cryer  whose question revealed the price estimate  said the cost surprised him but was not a central factor as it was important people had their say. but he said it would have been better to have rejected the constitution so avoiding the need for a referendum. the 2001 election cost £80m. no date for the vote has been set but foreign secretary jack straw has suggested it is unlikely to be held until early 2006 - after the predicted date for the next election. most voters said the uk should stay in the common market in the 1975 referendum.
entertainment,oscar nominees lack pulling power this year s clutch of oscar nominees have been the least popular for 20 years according to box office figures.  in the us the five nominated for best film have been seen by 50% fewer people than movies in previous years. while the awards are not based on box office popularity there is concern for the ratings of the televised ceremony.  we don t have a titanic or a lord of the rings out there. i think it s fair to say it does concern us a bit   said academy executive director bruce davis. about 51 million people in the us have seen this year s nominees  compared with between 100 million and 118 million in recent years. the last time combined attendance was so low was in 1984 when amadeus beat the killing fields  a passage to india  places in the heart and a soldier s story to best picture  when 41 million saw the five films. last year s ceremony attracted the highest audience in four years as viewers tuned in to see lord of the ring: return of the king sweep the board.  and the show reaped its biggest audience in 1997 when titanic took home 11 oscars.  the film had taken $500m (£264m) worldwide before the ceremony  and eventually took $1.8bn (£952m).  eyeballs starring at the movie screen translates to eyeballs staring at the tv screen   said paul dergarabedian of box office tracker exhibitor relations.  people like to have a vested interest in what they re watching.  when titanic does $1.8bn in worldwide box office  you ve got a lot of people with a vested interest.  past years have also seen blockbusters such as saving private ryan  forrest gump and ghost compete for oscars. the biggest box office hitter among this year s nominees is the aviator  which has taken $90m (£48m) in the us  although takings in the uk have reached only £7m so far.  low-budget move sideways and finding neverland have so far grossed about $45m (£24m) each. the year s biggest blockbusters do actually feature in the oscar nominees but in the animation category. shrek 2 and the incredibles took $436m (£231m) while the incredibles took $259m (£137m). mel gibson s the passion of the christ  which took $370m (£196m) in the us  was largely ignored by academy voters.  but many in the film industry do not equate award and box office success.  i have never equated the academy awards with how much money a movie takes in   said nikki rocco  head of distribution at universal which released nominee ray.  that s the people s choice awards. this is not about the public. this is about the industry bestowing awards on what they think are the best films of the year.
business,french boss to leave eads the french co-head of european defence and aerospace group eads philippe camus is to leave his post.  mr camus said in a statement that he has accepted the invitation to return full-time to the lagardere group  which owns 30% of eads.  i will give up my role as soon as the board of directors asks me to do so   he said. airbus head noel forgeard is now set to replace mr camus  bringing the company s power struggle to an end. fighting between mr camus and mr forgeard has hit the headlines in france and analysts feared that this fighting could destabilise the defence and aerospace group. french finance minister herve gaymard is on record as saying that he  deplored  the infighting at the company. the company should now be able put this dispute behind it  with the departure of mr camus and with the clear support given to mr forgeard by the lagardere group  the main french shareholder of eads. the other main shareholders of eads are the french government (15%)   who also support mr forgeard  and germany s daimlerchrysler (30%). rainer hertrich  the german co-head of eads will also step down when his contract expires next year.  mr camus recently came under pressure as it became clear that the a380 superjumbo was running over budget. eads - airbus  majority owner - admitted earlier this week that the project was running 1.45bn euros (£1bn; $1.9bn) over budget. but mr forgeard has denied this  telling french media that there is no current overrun in the budget.  but for the sake of transparency  we told our shareholders last week that if we look at the forecast for total costs of the project up to 2010  there is a risk that we will go over by around 10%  which is about 1bn euros (£686m; $1.32bn)   he told france s lci television. due to enter service in 2006  the a380 will replace the boeing 747 jumbo as the world s biggest passenger aircraft.
business,budget aston takes on porsche british car maker aston martin has gone head-to-head with porsche s 911 sports cars with the launch of its cheapest model yet.  with a price tag under £80 000  the v8 vantage is tens of thousands of pounds cheaper than existing aston models. the vantage is  the most important car in the history of our company   said aston s chief executive ulrich bez. aston - whose cars were famously used by james bond - will unveil the vantage at the geneva motor show on thursday. mr bez - himself a former executive at rival porsche - said the new car was the company s  most affordable car ever and makes the brand accessible . this in turn would make aston martin  globally visible  but still very  very exclusive   he added.  first shown as a concept car at the 2003 north american international auto show in detroit  the v8 vantage will be available in the uk in late summer. development costs for the vantage have been kept low by sharing a platform with aston s db9  which mr bez described as  the previous most important car for our company . there is currently an 18 months waiting list for the db9  mr bez said. the vantage will be built at the new aston factory in gaydon  near warwick  and should more than double aston s total output from about 2 000 presently.
business,deutsche attacks yukos case german investment bank deutsche bank has challenged the right of yukos to claim bankruptcy protection in the us.  in a court filing on tuesday  it said the russian oil giant has few texas ties beyond bank accounts and a texas-based finance chief. deutsche bank claimed yukos had artificially manufactured a legal case to stop the sale of its main asset. it had wanted to help fund gazprom s plans for a $10bn (£5.18bn) bid for yukos unit yuganskneftegas.  deutsche bank would have earned large fees from the deal  which could not be carried out because us chapter 11 bankruptcy rules made the kremlin s auction of yuganskneftegas on 19 december illegal under us law.  but the us bankruptcy court judge in texas granted yukos an injunction that barred gazprom and its lenders from taking part. yuganskneftegas will ultimately end up with gazprom. the winning bidder at the auction was a previously unknown firm  baikal finance group  which was snapped up days later by rosneft  a russian oil firm that is in the process of merging with gazprom. the effect of these transactions is to renationalise yuganskneftegas. deutsche bank contends yukos filed for bankruptcy earlier this month in texas in a desperate and unsuccessful bid to stave off the 19 december auction of its top unit by the russian government  which was in a tax dispute with yukos.   this blatant attempt to artificially manufacture a basis for jurisdiction constitutes cause to dismiss this case   deutsche bank said in its court filing. mike lake  a spokesman for yukos  lawyers  said on tuesday that the company stands by its legal action. yukos is confident of its right to us bankruptcy protection  and  we are prepared to be back in court defending that position again   he said. yukos has said it intends to seek $20bn in damages from the buyer of yuganskneftegas once the sale finally goes through. in its filing  deutsche bank said houston was  a jurisdiction in which yukos owns no real or personal property and conducts no business operations.   it also said the us bankruptcy court should not become involved in  a tax dispute between the federation and one of its corporate citizens . it suggested the european court or an international arbitration tribunal were more appropriate jurisdictions for the legal fight between russia and yukos. the next hearing in the bankruptcy is expected on 6 january. analysts believe the tax dispute between the russian government and yukos is partly driven by russian president vladimir putin s hostility hostility to the political ambitions of ex-yukos boss mikhail khordokovsky. mr khodorkovsky is in jail  and on trial for fraud and tax evasion.
business,india opens skies to competition india will allow domestic commercial airlines to fly long haul international routes  a move it hopes will stoke competition and drive down prices.  however  only state controlled carriers will be able to fly the lucrative gulf routes  to countries such as kuwait and saudi arabia  for at least three years. jet airways and air sahara are the two companies that will benefit initially. india is looking to develop its airline industry as booming economic growth drives demand for travel.  monica chadha  bbc delhi reporter  said air travel in india had increased by almost 20% from the previous year and was expected to rise even further. infrastructure development is lagging demand  however  and will have to improve.  most international airports in the country are shabby and ill-equipped to handle heavy air traffic   ms chada said  adding that while the civil aviation minister has promised to modernise and privatise airports little progress has been made. steps have been take to move things forward and the government recently changed legislation that limited foreign investment in domestic airlines. it raised the maximum stake holding allowed to 49% from 40%. local press  meanwhile  have reported that the us and india will start negotiations about adding more routes in january. jet airways is india s premier private domestic carrier; air sahara is ranked third in the category.
business,man utd to open books to glazer manchester united s board has agreed to give us tycoon malcolm glazer access to its books.  earlier this month  mr glazer presented the board with detailed proposals on an offer to buy the football club. in a statement  the club said it would allow mr glazer  limited due diligence  to give him the opportunity to take the proposal on to a formal bid. but it said it continued to oppose mr glazer s plans  calling his assumptions  aggressive  and his plan  damaging . many of manchester united s supporters own shares in the club  and the fan-based group shareholders united is strongly opposed to any takeover by mr glazer. about 300 fans protested outside the old trafford ground two days ago.  rival local club manchester city has pleaded with visiting fans not to protest inside its ground when the two teams play a televised match on sunday.  manchester united s response comes as little surprise  as the board made clear.  any board has a responsibility to consider a bona fide offer proposal   the club said in its statement. should it become a firm offer  it should be at a price that  the board is likely to regard as fair  and on terms which  may be deliverable . but it also stressed that it stayed opposed to mr glazer s proposal.  the board continues to believe that mr glazer s business plan assumptions are aggressive   the statement said   and the direct and indirect financial strain on the business could be damaging.  whether or not the bid is attractive in monetary terms  in the case of manchester united many investors hold the stock for sentimental rather than financial reasons. at present  mr glazer and his family hold a 28.1% stake  making them manchester united s second biggest shareholders. they own the successful tampa bay buccaneers american football team based in florida. if the family makes a formal offer  they will need the support of the club s biggest shareholders.  irish horse racing millionaires jp mcmanus and john magnier own 29% of united through their investment vehicle cubic expression  and have yet to express a view on the bid approach.  a group of five mps are calling on the department of trade and industry to block any takeover of the club by the us football magnate on public interest grounds. they have signed a house of commons motion  and tony lloyd  the manchester central mp  whose constituency includes the club s old trafford ground  has pledged to take the matter  to tony blair if necessary . the commons motion says  any takeover designed to transform the club into a private company would be against the interests of those supporters and football . however  the dti has dismissed the proposal. a spokesman said the department did not believe there was a case for changing the enterprise act so that takeovers of football clubs could be looked at on non-competition grounds. mr glazer s offer values the club at £800m ($1.5bn). pitched at 300p per share  it also relies less on debt to finance it than an earlier approach from the us tycoon  which was rejected out of hand. manchester united shares closed at 270.25p on friday  down 3.75p on the day.
tech,microsoft makes anti-piracy move microsoft says it is clamping down on people running pirated versions of its windows operating system by restricting their access to security features.  the windows genuine advantage scheme means people will have to prove their software is genuine from mid-2005. it will still allow those with unauthorised copies to get some crucial security fixes via automatic updates  but their options would be  limited . microsoft releases regular security updates to its software to protect pcs. either pcs detect updates automatically or users manually download fixes through microsoft s site. those running pirated windows programs would not have access to other downloads and  add-ons  that the software giant offers.  people who try to manually download security patches will have to let microsoft run an automated checking procedure on their computer or give an identification number.  microsoft s regular patches which it releases for newly-found security flaws are important because they stop worms  viruses and other threats penetrating pcs. some security experts are concerned that restricting access to such patches could mean a rise in such attacks and threats  with more pcs left unprotected. but graham cluley  senior consultant at security firm sophos  told the bbc news website that it was a positive decision.  it sounds like their decision to allow critical security patches to remain available to both legitimate and illegitimate users of windows is good news for everyone who uses the net   he said. windows genuine advantage was first introduced as a pilot scheme in september 2004 for english-language versions of windows.  microsoft s windows operating system is heavily exploited by virus writers because it is so widespread and they are constantly seeking out new security loopholes to take advantage of. the company is trying to tackle security threats whilst cracking down on pirated software at the same time. software piracy has cost the company billions  it says. the company announced earlier in january that it was releasing security tools to clean up pcs harbouring viruses and spyware  which 90% of pcs are infected with. the virus-fighting program  updated monthly  is a precursor to microsoft s dedicated anti-virus software. last year it introduced the windows xp counterfeit project  a uk-based pilot scheme  which ran from november to december. the scheme meant that anyone with pre-installed copies of the operating system in pcs bought before november could replace counterfeit versions of windows xp with legal ones for free. it is also increasing efforts to squash software piracy in china  norway and the czech republic  where pirated software is a huge problem  by offering discounts on legitimate software to users of pirated copies windows.  china in particular is a problem  with piracy estimated at 92%   said mr cluley.
sport,wilkinson to lead england fly-half jonny wilkinson has been named as england s new rugby union captain for the three november tests.  the 25-year-old newcastle star takes over from lawrence dallaglio  who retired from internationals in august. england s acting head coach andy robinson said:  he is a natural leader  holds the respect of the squad and is a formidable talent on the pitch.  and he consistently demonstrates the energy and commitment i feel is essential to be captain of england.  robinson added:  there are several players in the squad i would feel comfortable in calling upon to be england captain but for me jonny is in every way the right player to take on this challenge.  captaincy offers a challenging environment for any player  especially following in the footsteps of lawrence dallaglio and before him the world cup captain  martin johnson.   but i am confident jonny has what it takes to do an outstanding job as we look ahead towards the next rugby world cup in france and i look forward to working with him.  wilkinson  who has scored 817 points in 52 internationals  kicked the winning drop-goal in the final seconds of extra-time in england s 2003 rugby world cup triumph against australia. but he then missed the entire 2004 six nations campaign while recuperating from shoulder surgery  before making his comeback for newcastle in the zurich premiership in august.  it s the ambition of so many players to one day be captain of england and today i have realised a dream   he said.  i m honoured andy wants me to be his captain  and to follow lawrence and martin means a lot to me as they are inspirational men who have given so much to england rugby over many years.   getting my first england cap against ireland six years ago was something i ll never forget because to play for your country is very special. taking on the captaincy is another important step in my career and i do so with immense pride.  wilkinson made his international debut in the 1998 six nations championship against ireland when he came off the bench to replace paul grayson.  he has been a regular in the england starting line-up ever since  played in all three lions tests in 2001 and all but one of england s games in the 2003 world cup. he becomes the 117th captain of england since fred stokes held the position in 1871. england s first autumn test is against canada on 13 november  followed by the visit of tri-nations champions south africa a week later and then a world cup re-match with australia.
politics,mallon wades into ne vote battle middlesbrough mayor ray mallon has been drafted in to boost the yes campaign as the north east assembly referendum enters its final week.  the former police chief  dubbed robocop for his zero tolerance style  clashed on thursday with sunderland no campaigner neil herron. mr mallon said an assembly would give local people more of a say over key issues such as transport and crime. but mr herron said north east people did not want or need an assembly.  the pair met on the platform at sunderland station as mr mallon toured the region highlighting claimed improvements to transport if the area gets an assembly. but mr herron - who gained fame as one of sunderland s  metric martyrs  and is running his own no campaign alongside the official north east says no campaign - said he was not convinced by mr mallon s arguments.  the reality is that it is not going to deliver   he said.  labour has had two-and-a-half years to convince people of this. if you can t sell a deal in that time  it is a bad deal.  on wednesday  mr mallon provoked fury by branding the official no campaign  two-bit tories  in a confrontation outside its durham headquarters.  the campaign is being run by two-bit conservatives who are not interested in what happens in the north east; they are interested in hitting the labour party over the head   he said. mr mallon is a late recruit to the yes campaign after rejecting overtures from no campaigners including  he claims  tory leader michael howard.  most local observers believe the contest is too close to call  although little recent polling has been carried out. yes campaign chairman john tomaney said he hoped for a late flurry of votes to boost turnout - something he says will boost their cause. he added:  the government exerts a lot of political power in the north east. the accountability should be in the north east as well.  he also defended the decision to attack the official no campaign s alleged political allegiances.  we felt we had to show what people were behind the no campaign - london tory spin doctors.  graham robb  spokesman for north east says no  said the yes campaign s decision to get personal dragged the campaign  into the gutter  and showed they were  rattled . and he hit back at mr mallon s claim that an assembly would improve transport links in the region.  it can push paper around but it can not get people moving   he said. some 487 939 people had returned their ballot papers by wednesday - a turnout of 25.7%. the deadline for voting is next thursday  4 november.
tech,casual gaming to  take off  games aimed at  casual players  are set to be even bigger in 2005  according to industry experts.  easy-to-play titles that do not require too much time and that are playable online or downloadable to mobile devices will see real growth in the coming year. the trend shows that gaming is not just about big-hitting  games console titles  which appeal more to  hardcore  gamers  said a panel of experts. they were speaking before the annual consumer electronics show in las vegas which showcases the latest trends in gadgets and technologies for 2005. the panel also insisted that casual gamers were not just women  a common misconception which pervades current thinking about gamer demographics.  casual games like poker  pool  bridge  bingo and puzzle-based titles  which can be played online or downloaded onto mobile devices  were  gender neutral  and different genres attracted different players.  greg mills  program director at aol  said its figures suggested that sports-based games attracted 90% of 18 to 24-year-old males  while puzzle games were played by 80% of females. games like bridge tended to attract the over-50 demographic of gamers.  but hardcore gamers who are more attracted to blockbuster gamers which usually require hi-spec pcs  like half-life 2  or halo 2 on xbox  also liked to have a different type of gaming experience.  when hardcore gamers are not playing halo  they are playing poker and pool  based on our research   said geoff graber  director of yahoo games  which attracts about 12 million gamers a month.  with the growth of powerful pc technology and ownership  broadband take-up  portable players and mobile devices  as well as interactive tv  casual gaming is shaping up to be big business in 2005  according to the panel. the focus for the coming year should be about attracting third-party developers into the field to offer more innovative and multiplayer titles  they agreed.  we are at a time where we are on the verge of something much bigger   said mr graber.  casual games will get into their stride in 2005  will be really big in 2006 and will be about community.  with more people finding more to do with their gadgets and high-speed connections  casual games would start to open up the world of gaming as a form of mass-market entertainment to more people. key to these types of titles is the chance they give people who may not see themselves as gamers to dip in and out of games when they liked.  portal sites which offer casual games  like aol  yahoo  and realarcade  as well as other games-on-demand services  allow people to build up buddy lists so they can return and play against the same people. this aspect of  community  is crucial for gamers who just want to have quick access to free or cheap games without committing long periods of time immersed in £30 to £40 console or pc titles  said the panel. about 120 000 people are expected to attend the ces trade show which stretches over more than 1.5 million square feet and which officially runs from 6 to 9 january. the main theme is how new devices are getting better at talking to each other  allowing people to enjoy digital content  like audio  video and images  when they want  and where they want.
tech,apple attacked over sources row civil liberties group the electronic frontier foundation (eff) has joined a legal fight between three us online journalists and apple.  apple wants the reporters to reveal 20 sources used for stories which leaked information about forthcoming products  including the mac mini. the eff  representing the reporters  has asked california s superior court to stop apple pursuing the sources. it argues that the journalists are protected by the american constitution. the eff says the case threatens the basic freedoms of the press.  apple is particularly keen to find the source for information about an unreleased product code-named asteroid and has asked the journalists  e-mail providers to hand over communications relevant to that.  rather than confronting the issue of reporter s privilege head-on  apple is going to the journalist s isps for his e-mails   said eff lawyer kurt opsahl.  this undermines a fundamental first amendment right that protects all reporters.  if the court lets apple get away with this  and exposes the confidences gained by these reporters  potential confidential sources will be deterred from providing information to the media and the public will lose a vital outlet for independent news  analysis and commentary   he said. the case began in december 2004 when apple asked a local californian court to get the journalists to reveal their sources for articles published on websites appleinsider.com and powerpage.org.  apple also sent requested information from the nfox.com  the internet service provider of powerpage s publisher jason o-grady. as well as looking at how far corporations can go in preventing information from being published  the case will also examine whether online journalists have the same privileges and protections as those writing for newspapers and magazines. the eff has gained some powerful allies in its legal battle with apple  including professor tom goldstein  former dean of the journalism school at the university of california and dan gillmor  a well-known silicon valley journalist. apple was not immediately available for comment.
business,irish markets reach all-time high irish shares have risen to a record high  with investors persuaded to buy into the market by low inflation and strong growth forecasts.  the iseq index of leading shares closed up 23 points to 6661.89 on thursday  fuelled by strong growth in banking and financial stocks. a fall in the rate of inflation to 2.3% in january gave a fresh boost to shares which have advanced 4% this month. the economy is set for strong growth in 2005 while interest rates remain low.  several of ireland s biggest companies saw their market value hit recent highs on thursday. allied irish banks  ireland s biggest company by capitalisation  touched a five year peak while bank of ireland shares rose to their highest level since august 2002.  telecoms firm eircom  which recently revealed that it would re-enter the irish mobile phone market  hit a yearly high. analysts said that economic conditions were benign and irish shares were still trading at a discount to other european markets.  ireland ticks all the boxes as far as international investors are concerned   roy asher  chief investment officer of hibernian investment managers  told reuters.  buoyant economic conditions are set to continue in ireland over the next few years and irish equities continue to offer quality growth at a reasonable valuation.   bernard mcalinden  head of equity research at ncb stockbrokers  said equities represented good value compared to other investments.  it is still looking good   he told reuters.  we have seen good economic data on ireland which benefits the financial stocks.  ireland s economic  miracle  is enjoying a second wind  with 5% growth forecast for 2005 and 2006. the economy cooled markedly between 2001 and 2003 after enjoying spectacular growth of more than 10% in 2000. however  it has bounced back strongly with growth of just under 5% expected in 2004.
business,strong quarterly growth for nike nike has reported its best second-quarter earnings  helped by strong demand for its athletic shoes and converse sneakers.  the global sports giant said it posted a profit of $261.9m (£135.6m)  for the three months to 30 november  up from $179.1m in the same period last year. revenues increased 11% to $3.1bn  from $2.8bn for the same period in 2003. nike  whose products are endorsed by tiger woods among other sports stars  said  demand continues to grow . the results came after a strong first quarter of the year for the firm based in beaverton  oregon.  philip knight  chairman and chief executive  said:  nike s second-quarter revenues and earnings per share reached all-time high levels as a result of solid performance across our global portfolio.  our businesses in the united states and emerging markets such as china  russia and turkey  combined with favourable european exchange rates  helped drive much of this growth.  he added:  with the first half of our fiscal year in the books  we remain confident that our business strategy and consistent execution will allow us to deliver on our goals of healthy  profitable growth.  the firm reported worldwide futures orders for athletic footwear and gear  scheduled for delivery from december 2004 to april 2005  of $4.9bn. that is 9.1% higher than such orders reported for the same period last year.
entertainment,mutant book wins guardian prize a book about the evolution of mutants and the science of abnormality has won the guardian first book award 2004.  armand marie leroi  a lecturer at london s imperial college  scooped the £10 000 prize for mutants: on the form  varieties and errors of the human body.  it is profoundly cultured and beautifully written in the very best tradition of popular science writing today   said judge claire armistead. the award recognises and rewards new writing across fiction and non-fiction. a panel of literary experts  including novelists hari kunzru and ali smith  director sir richard eyre and comedian alexei sayle chose the winner from a five-strong shortlist.  the shortlist included susanna clarke s jonathan strange and mr norrell  a novel about the magic arts at the turn of the 19th century and the places in between  rory stewart s account of his trek  on foot  across afghanistan.  what we found so impressive about armand marie leroi s book was the scope of its reference  its elegance and its inquisitiveness   said ms armistead  chair of the judges and the guardian literary editor.  while the subject matter of mutants unsettled some involved in the judging process  the overwhelming majority found it fascinating   she added. her words were echoed by iris director sir richard eyre who called marie leroi s work  extraordinarily thought provoking . the award  for first time authors  is open to books from genres including fiction  poetry  biography  memoir  history  politics  science and current affairs. previous winners include white teeth by zadie smith  in 2000  which went on to become a bestseller.
politics,civil servants in strike ballot the uk s biggest civil service union is to ballot its 290 000 members on strikes in protest at government plans to extend their pension age to 65.  the public and commercial services union will co-ordinate any action with up to six other public sector unions. unions have already earmarked 23 march for a one-day strike which could involve up to 1.4 million uk workers. the government says unions will be consulted before any changes are made to the pension system.  pcs leader mark serwotka warned there could be further walkouts unless there was a government rethink.   for a government that lectures everyone on choice - choice on public service  choice on this and choice on that - isn t it ironic that they re saying to public sector workers there is no choice   he said.  if you want the pension you were promised when you started you must work for an extra five years - that is working until people drop.  in the 20th century  it s completely unacceptable.  bbc correspondent stephen cape said the combined unions represented  a formidable force  which could embarrass the government in the run-up to the general election. a stoppage involving civil servants  in particular  could seriously disrupt or close government departments  agencies and museums  he said.  opposition to raising the retirement age is  one thing all the unions are agreed on   our correspondent added. unison s 800 000 workers  the transport and general workers  union s 70 000 and amicus  20 000 are among those being balloted about a 23 march walkout. deputy prime minister john prescott held a private meeting with senior union figures on thursday night. our correspondent said that he understood no deal had been offered in that meeting but that there was room for further negotiations. there was  some possibility  of the strike action being avoided  he added.
entertainment,prodigy join v festival line-up essex act prodigy are to headline the second stage at this year s v festival  joining main stage headliners scissor sisters and franz ferdinand.  the event  which is in its 10th year  will be held at two venues - hylands park in essex and weston park in staffordshire on 20 and 21 august. meanwhile  rock veterans new order have joined the t in the park line-up alongside athlete and green day. the manchester band will play on 9 july at scotland s biggest festival. it will be their debut performance at the music event which is held over the weekend of 9 and 10 july in balado near kinross. other bands at the sold-out festival include queens of the stone age  the killers  keane  the streets and foo fighters.  a month later at the v festival  prodigy will play at weston park on saturday 20 august and hylands park on sunday 21 august and the chemical brothers vice versa. it will be the chemical brothers  only uk festival performance of the year. v festival director bob angus said:  with the prodigy and the chemical brothers now confirmed to headline the second stage  we are headed for a really stellar line-up.  we pride ourselves on putting on an unbeatable live music experience and v festival 2005 will not disappoint.  tickets for the v festival go on sale on friday 11 march.
sport,charvis set to lose fitness bid flanker colin charvis is unlikely to play any part in wales  final two games of the six nations.  charvis has missed all three of wales  victories with an ankle injury and his recovery has been slower than expected.  he will not figure in the scotland game and is now thought unlikely to be ready for the final game   said wales physio mark davies. sonny parker is continuing to struggle with a neck injury  but hal luscombe should be fit for the murrayfield trip. centre parker has only a  slim chance  of being involved against the scots on 13 march  so luscombe s return to fitness after missing the france match with hamstring trouble is a timely boost.  said wales assistant coach scott johnson:  we re positive about hal and hope he ll be raring to go.  he comes back into the mix again  adds to the depth and gives us other options.   replacement hooker robin mcbryde remains a doubt after picking up knee ligament damage in paris last saturday.  we re getting that reviewed and we should know more by the end of the week how robin s looking   added johnson.  we re hopeful but it s too early to say at this stage.  steve jones from the dragons is likely to be drafted in if mcbryde fails to recover.
tech,the force is strong in battlefront the warm reception that has greeted star wars: battlefront is a reflection not of any ingenious innovation in its gameplay  but of its back-to-basics approach and immense nostalgia quotient.  geared towards online gamers  it is based around little more than a series of all-out gunfights  set in an array of locations all featured in  or hinted at during  the two blockbusting film trilogies. previous star wars titles like the acclaimed knights of the old republic and jedi knight have regularly impressed with their imaginative forays into the far corners of the franchise s extensive universe  and their use of weird and wonderful new characters. battlefront on the other hand wholeheartedly revisits the most recognisable elements of the hit movies themselves.  the sights  sounds and protagonists on show here will all be instantly familiar to fans  who may well feel that the opportunity to relive star wars  most memorable screen skirmishes makes this the game they have always waited for. the mayhem can be viewed from either a third or first-person perspective  and you can either fight for the forces of freedom or join darth vader on the dark side  depending on the episode and type of campaign as well as the player s personal propensity for good or evil.  there is ample chance to be a wookie  shoot ewoks and rush into battle alongside a fired-up luke skywalker. in each section  the task is simply to wipe out enemy troops  seize strategic waypoints and move on to the next planet. it really is no more complicated than that. locations include the frozen wastes of hoth  the ice planet from the empire strikes back  complete with massive mechanical at-ats on the march. there are also the dusty  sinister deserts of tatooine and geonosis  as well as the forest moon of endor  where return of the jedi s much-maligned ewoks lived. the feel of those places is well and truly captured  with both backdrops and characters looking good and very authentic. it is worth noting though that on the playstation 2  the game s graphics are a curiously long way behind those of the xbox version. the pivotal element behind battlefront s success is that it successfully gives you the feel of being of being plunged into the midst of large-scale war. the number of combatants  noise and abundance of laser fire see to that  and the sense of chaos really comes over.  speaking of noise  battlefront is a real testament to the strength of the star wars galaxy s audio motifs.  the multitude of distinctive weapon and vehicle noises are immensely familiar  as are the stirring john williams symphonies that never let up. there is also a particularly snazzy remix of one of his themes in the menu section. it has to be said if the game did not have the boon of being star wars  it would not stand up for long. the gameplay is reliable  bog-standard stuff  short on originality. there are also odd annoyances  like the game s insistence on re-spawning you miles away from the action  an irritating price to pay for not getting blown up the second you appear. and some of the weapons and vehicles are not as responsive and fluid to operate as they might be. that said  it is still great fun to pilot a scout walker or speeder bike  however non user-friendly they prove. whilst it is firmly designed with multiplayer action in mind  battlefront is actually perfectly good fun as an offline game. the above-average ai of the enemy sees to that  although given the frenetic environments they operate in  their strategic behaviour does not need to be all that sophisticated. battlefront s novelty value will doubtless wear off relatively fast  leaving behind a slightly empty one-trick-pony of a game. but for a while  it is an absolute blast  and one of the most immediately satisfying video game offerings yet from george lucas  stable.
